PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
kaOrProject_1151,2023-09-30,Kainga Ora,Riccarton Rd   Riccarton  Christchurch.,This housing development project includes infrastructure to deliver 36 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,25 - 50 million,,,,,,2026-Q3,2019-Q3,2026-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1152,2023-09-30,Kainga Ora,Hewer Cres   Naenae  Lower Hutt.,This housing development project includes infrastructure to deliver 4 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q2,2019-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1153,2023-09-30,Kainga Ora,Oxford Tce & Lincoln Ave   Epuni  Lower Hutt.,This housing development project includes infrastructure to deliver 15 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,5 - 25 million,2023-Q1,,,,,2024-Q4,2019-Q3,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1154,2023-09-30,Kainga Ora,Baldwin St   Moera  Lower Hutt.,This housing development project includes infrastructure to deliver 10 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,< 1 million,,,,,,2024-Q4,2019-Q3,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1155,2023-09-30,Kainga Ora,Pukepoto Rd A & Tangonge Cres   Kaitaiai  Far North.,This housing development project includes infrastructure to deliver 11 new units.,,In Planning,Funding Source Confirmed,Direct,Construct Only,Northland,,,Housing,5 - 25 million,,,2023-Q3,,,2024-Q3,2019-Q4,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1156,2023-09-30,Kainga Ora,Ngatiapa St   Tukanae St & Rahui St A  Strathmore Park  Wellington.,This housing development project includes infrastructure to deliver 50 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,< 1 million,,,,,,2026-Q4,2019-Q4,2026-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1157,2023-09-30,Kainga Ora,Nuku St   &   Strathmore Park  Wellington.,This housing development project includes infrastructure to deliver 40 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,< 1 million,,,,,,2026-Q4,2019-Q4,2026-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1158,2023-09-30,Kainga Ora,Hobson St   Woolston  Christchurch.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q2,2020-Q1,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1159,2023-09-30,Kainga Ora,Graham St   Blenheim  Marlborough.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q3,2020-Q1,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1161,2023-09-30,Kainga Ora,Rowe Pl   Burwood  Christchurch.,This housing development project includes infrastructure to deliver 1 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,,,,,2023-Q3,2024-Q1,2020-Q2,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1164,2023-09-30,Kainga Ora,Hobson St &   Woolston  Christchurch.,This housing development project includes infrastructure to deliver 5 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q2,2020-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1165,2023-09-30,Kainga Ora,Bledisloe Rd   Maraenui  Napier.,This housing development project includes infrastructure to deliver 7 new units.,,In Planning,Funding Source Confirmed,Limited,Construct Only,Hawke's Bay,,,Housing,< 1 million,,,2023-Q2,,,2024-Q4,2020-Q2,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1166,2023-09-30,Kainga Ora,Raurenga Ave   Royal Oak  Auckland.,This housing development project includes infrastructure to deliver 9 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,,,,,,2025-Q3,2020-Q3,2025-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1168,2023-09-30,Kainga Ora,Balmoral Rd & Townsend Pl B  Tikipunga  Whangarei.,This housing development project includes infrastructure to deliver 25 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Northland,,,Housing,5 - 25 million,,,,,,2026-Q1,2020-Q4,2026-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1169,2023-09-30,Kainga Ora,Coventry St A  Farnham Ave & Croydon Ave Highbury  Palmerston North.,This housing development project includes infrastructure to deliver 34 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Manawatū - Whanganui,,,Housing,< 1 million,,,,,,2026-Q1,2020-Q4,2026-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1170,2023-09-30,Kainga Ora,Karamu Rd & Pattison Rd E  Akina  Hastings.,This housing development project includes infrastructure to deliver 50 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Hawke's Bay,,,Housing,1 - 5 million,,,,,,2026-Q2,2021-Q1,2026-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1171,2023-09-30,Kainga Ora,Paramount Pde & & Hawea Pl   Tikipunga  Whangarei.,This housing development project includes infrastructure to deliver 21 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Northland,,,Housing,5 - 25 million,,,,,,2026-Q1,2021-Q1,2026-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1172,2023-09-30,Kainga Ora,George St   Stokes Valley  Lower Hutt.,This housing development project includes infrastructure to deliver 9 new units.,,In Procurement,Funding Source Confirmed,Limited,Construct Only,Wellington,,,Housing,5 - 25 million,2022-Q4,,2023-Q1,2023-Q2,,2024-Q4,2021-Q1,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1173,2023-09-30,Kainga Ora,Hamua Grv   &   Waiwhetu North  Lower Hutt.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,1 - 5 million,2022-Q4,,,,,2024-Q4,2021-Q1,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1175,2023-09-30,Kainga Ora,St John Street   Opotiki.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,Direct,Construct Only,Bay of Plenty,,,Housing,1 - 5 million,2023-Q2,,2023-Q3,2023-Q4,,2024-Q2,2021-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1176,2023-09-30,Kainga Ora,Balneavis & Brabant  Opotiki.,This housing development project includes infrastructure to deliver 17 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Bay of Plenty,,,Housing,5 - 25 million,2023-Q3,,,,,2024-Q2,2021-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1177,2023-09-30,Kainga Ora,Ford St   Opotiki.,This housing development project includes infrastructure to deliver 11 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Bay of Plenty,,,Housing,5 - 25 million,2023-Q2,,,,,2024-Q2,2021-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1178,2023-09-30,Kainga Ora,Great South Rd   Manurewa  Auckland.,This housing development project includes infrastructure to deliver 8 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,2022-Q4,,,,,2024-Q2,2021-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1179,2023-09-30,Kainga Ora,Helvetia Rd C  Pukekohe  Auckland.,This housing development project includes infrastructure to deliver 1 new units.,,Under Construction,Funded for Delivery,Direct,Construct Only,Auckland,,,Housing,< 1 million,2023-Q2,,2023-Q1,2023-Q2,2023-Q3,2024-Q1,2021-Q2,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1180,2023-09-30,Kainga Ora,High St & A  Mosgiel  Dunedin.,This housing development project includes infrastructure to deliver 4 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q4,2021-Q2,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1181,2023-09-30,Kainga Ora,Doon St   Mosgiel  Dunedin.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q4,2021-Q2,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1182,2023-09-30,Kainga Ora,Green St & A  Mosgiel  Dunedin.,This housing development project includes infrastructure to deliver 4 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q4,2021-Q2,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1183,2023-09-30,Kainga Ora,Doon St &   Mosgiel  Dunedin.,This housing development project includes infrastructure to deliver 4 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q4,2021-Q2,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1184,2023-09-30,Kainga Ora,Spey St & A  Mosgiel  Dunedin.,This housing development project includes infrastructure to deliver 5 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q4,2021-Q2,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1185,2023-09-30,Kainga Ora,Waiwhetu Rd & Hardy St   Waterloo  Lower Hutt.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,Direct,Construct Only,Wellington,,,Housing,1 - 5 million,2022-Q4,,2023-Q1,2023-Q2,,2024-Q3,2021-Q2,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1186,2023-09-30,Kainga Ora,Anglesea St   Hamilton.,This housing development project includes infrastructure to deliver 10 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Waikato,,,Housing,5 - 25 million,,,,,,2026-Q1,2021-Q2,2026-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1187,2023-09-30,Kainga Ora,Carroll St   Dunedin Central  Dunedin.,This housing development project includes infrastructure to deliver 41 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,25 - 50 million,,,,,,2025-Q1,2021-Q3,2025-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1188,2023-09-30,Kainga Ora,Carnell St   Napier South  Napier.,This housing development project includes infrastructure to deliver 45 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Hawke's Bay,,,Housing,< 1 million,,,,,,2026-Q4,2021-Q3,2026-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1189,2023-09-30,Kainga Ora,Grosmont Terrace   Brookfield  Tauranga.,This housing development project includes infrastructure to deliver 3 new units.,,Under Construction,Funded for Delivery,Limited,Construct Only,Bay of Plenty,,,Housing,1 - 5 million,2022-Q4,,2023-Q1,2023-Q2,2023-Q3,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1190,2023-09-30,Kainga Ora,Churton Cres & Gillespie St   Taita  Lower Hutt.,This housing development project includes infrastructure to deliver 5 new units.,,In Procurement,Funding Source Confirmed,Direct,Construct Only,Wellington,,,Housing,1 - 5 million,2022-Q4,,2023-Q1,2023-Q2,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1192,2023-09-30,Kainga Ora,Examiner St   Nelson City  Nelson.,This housing development project includes infrastructure to deliver 29 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,25 - 50 million,,,,,,2026-Q2,2021-Q3,2026-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1193,2023-09-30,Kainga Ora,Charles St A & B  Blenheim Central  Blenheim.,This housing development project includes infrastructure to deliver 4 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,1 - 5 million,,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1194,2023-09-30,Kainga Ora,George St   Blenheim Central  Blenheim.,This housing development project includes infrastructure to deliver 4 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1195,2023-09-30,Kainga Ora,Muller Rd & Weld St   Blenheim Central  Blenheim.,This housing development project includes infrastructure to deliver 5 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1196,2023-09-30,Kainga Ora,Scott St   Redwoodtown  Blenheim.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1197,2023-09-30,Kainga Ora,Graham St   Blenheim Central  Blenheim.,This housing development project includes infrastructure to deliver 5 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1198,2023-09-30,Kainga Ora,Meachen Cres   Blenheim  Blenheim.,This housing development project includes infrastructure to deliver 3 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,1 - 5 million,,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1199,2023-09-30,Kainga Ora,Clutha Cres & Awatere St   Clover Park  Auckland.,This housing development project includes infrastructure to deliver 9 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,,,,,,2024-Q4,2021-Q3,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1200,2023-09-30,Kainga Ora,Smith St & Bray St   Woolston  Christchurch.,This housing development project includes infrastructure to deliver 4 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2023-Q1,,,,2023-Q3,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1201,2023-09-30,Kainga Ora,Hollyford Ave   Bryndwr  Christchurch.,This housing development project includes infrastructure to deliver 8 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,5 - 25 million,2023-Q1,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1202,2023-09-30,Kainga Ora,Church St &   Onehunga  Auckland.,This housing development project includes infrastructure to deliver 6 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,2023-Q2,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1203,2023-09-30,Kainga Ora,Coventry St & Hull Pl   Highbury  Palmerston North.,This housing development project includes infrastructure to deliver 8 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Manawatū - Whanganui,,,Housing,< 1 million,,,,,,2025-Q1,2021-Q3,2025-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1205,2023-09-30,Kainga Ora,Ranolf Street & Malfroy Street  Glenholme  Rotorua.,This housing development project includes infrastructure to deliver 24 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Bay of Plenty,,,Housing,5 - 25 million,,,,,,2025-Q4,2021-Q3,2025-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1206,2023-09-30,Kainga Ora,Raurenga Ave &   Royal Oak  Auckland.,This housing development project includes infrastructure to deliver 4 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q4,2021-Q4,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1207,2023-09-30,Kainga Ora,Raurenga Ave   Royal Oak  Auckland.,This housing development project includes infrastructure to deliver 24 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,2023-Q2,,,,,2025-Q2,2021-Q4,2025-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1208,2023-09-30,Kainga Ora,Raumanga Valley Rd   Raumanga  Whangarei.,This housing development project includes infrastructure to deliver 1 new units.,,Under Construction,Funded for Delivery,Direct,Construct Only,Northland,,,Housing,1 - 5 million,2022-Q4,,2023-Q1,2023-Q1,2023-Q2,2024-Q1,2021-Q4,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1209,2023-09-30,Kainga Ora,Namata Rd   Onehunga  Auckland.,This housing development project includes infrastructure to deliver 12 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,2023-Q2,,,,2023-Q3,2024-Q3,2021-Q4,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1210,2023-09-30,Kainga Ora,Hewer Cres Lower Hutt.,This housing development project includes infrastructure to deliver 1 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q1,2021-Q4,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1213,2023-09-30,Kainga Ora,Cardiff Rd & Opal Ave   Pakuranga  Auckland.,This housing development project includes infrastructure to deliver 13 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,2022-Q4,,,,,2025-Q1,2021-Q4,2025-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1214,2023-09-30,Kainga Ora,Bright Cres   Maraenui  Napier.,This housing development project includes infrastructure to deliver 9 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Hawke's Bay,,,Housing,5 - 25 million,,,,,,2024-Q1,2021-Q4,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1215,2023-09-30,Kainga Ora,Lowry Tce   Marewa  Napier.,This housing development project includes infrastructure to deliver 8 new units.,,In Planning,Funding Source Confirmed,Limited,Construct Only,Hawke's Bay,,,Housing,< 1 million,,,2023-Q3,,,2024-Q4,2021-Q4,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1216,2023-09-30,Kainga Ora,Bedford Rd & Lowry Tce   Marewa  Napier.,This housing development project includes infrastructure to deliver 7 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Hawke's Bay,,,Housing,5 - 25 million,2023-Q3,,,,,2024-Q4,2021-Q4,2024-Q4,,,imo@kaingaora.govt.nz,,
