"PrimaryKey","InformationSubmissionQuarter","ProjectName","ProjectStatus","FundingStatus","ProcurementType","ProjectRegion","ProjectCityTown","CommissionAssignedInfrastructureSector","EstimatedProjectValueRange","EstimatedQuarterBusinessCaseStart","EstimatedQuarterBusinessCaseCompletion","EstimatedQuarterConstructionStart","EstimatedQuarterConstructionCompletion","EstimatedQuarterProjectRangeStart","EstimatedQuarterProjectRangeCompletion","complete","completedonorbefore","total_delay","planned_duration","actual_duration","delay_ratio","budget_min","budget_max","funding_status_indicator","project_status_indicator","completed_on_time","ProjectRegionCode","GDP_Start","CPI_Start","GDP_End","CPI_End","GDP_Delta_Percent","CPI_Delta_Percent"
"kaOrProject_878","2024-Q3","Valonia St  (OL), New Windsor, Auckland","Under construction","Fully funded","To be determined","Auckland","New Windsor","Social","1 - 5 million",2023-07-01,NA,2024-04-01,2025-04-01,2021-04-01,2025-04-01,1,1,0,1461,1461,0,1,5,0,0,1,1,67.481,1.520913,70.79394,2.389024,4.90944117603475,57.0782812692113
"kaOrProject_88","2024-Q3","Richardson Rd , Mt Roskill, Auckland (SB), HLC","In planning","Funding source confirmed","Direct","Auckland","Mount Roskill","Social","5 - 25 million",2018-07-01,NA,2022-07-01,2026-07-01,2018-04-01,2026-07-01,1,1,0,3013,3013,0,5,25,1,1,1,1,61.946,1.1,73.65541,2.048457,18.9026087237271,86.2233636363636
"kaOrProject_888","2024-Q3","Whittle Pl  (OL), New Windsor, Auckland","In procurement","Funding source confirmed","To be determined","Auckland","New Windsor","Social","1 - 5 million",2023-07-01,NA,NA,2025-04-01,2020-07-01,2025-04-01,1,1,0,1735,1735,0,1,5,1,0,1,1,58.01,1.453488,70.79394,2.389024,22.0374762971902,64.3648932774127
"kaOrProject_890","2024-Q3","Jollie St  & Nalder Pl , Linwood, Christchurch","Under construction","Fully funded","To be determined","Canterbury","Linwood","Social","5 - 25 million",2022-04-01,NA,2024-04-01,2025-04-01,2021-04-01,2025-04-01,1,1,0,1461,1461,0,5,25,0,0,1,3,67.481,1.520913,70.79394,2.389024,4.90944117603475,57.0782812692113
"kaOrProject_894","2024-Q3","Bucklands Beach Road  & Gills Road , Half Moon Bay, Auckland","In procurement","Funding source confirmed","To be determined","Auckland","Bucklands Beach","Social","1 - 5 million",2022-07-01,NA,NA,2025-01-01,2021-04-01,2025-01-01,1,1,0,1371,1371,0,1,5,1,0,1,1,67.481,1.520913,70.23492,2.514151,4.08103021591264,65.3053790716497
"kaOrProject_896","2024-Q3","Domain Road  & , Whakatane","In procurement","Funding source confirmed","To be determined","Bay of Plenty",NA,"Social","1 - 5 million",2023-01-01,NA,NA,2025-01-01,2021-04-01,2025-01-01,1,1,0,1371,1371,0,1,5,1,0,1,2,67.481,1.520913,70.23492,2.514151,4.08103021591264,65.3053790716497
"kaOrProject_907","2024-Q3","Princess Pl  &  Williams St , Kaiapoi","Under construction","Fully funded","To be determined","Canterbury",NA,"Social","5 - 25 million",2022-07-01,NA,2023-10-01,2024-10-01,2021-07-01,2024-10-01,1,1,0,1188,1188,0,5,25,0,0,1,3,68.294,3.342884,69.83852,2.715554,2.26157495534016,-18.7661312806547
"kaOrProject_909","2024-Q3","Titoki St , Te Atatu Peninsula, Auckland","In procurement","Funding source confirmed","To be determined","Auckland","Te Atatu Peninsula","Social","5 - 25 million",2022-07-01,NA,NA,2025-04-01,2017-04-01,2025-04-01,1,1,0,2922,2922,0,5,25,1,0,1,1,59.838,2.166667,70.79394,2.389024,18.3093352050537,10.2626291903647
"kaOrProject_910","2024-Q3","Aspen St  & Victor St , Avondale, Auckland","In procurement","Funding source confirmed","To be determined","Auckland","Avondale","Social","5 - 25 million",2022-07-01,NA,NA,2026-04-01,2020-01-01,2026-04-01,1,1,0,2282,2282,0,5,25,1,0,1,1,65.376,1.853659,73.10828,2.067911,11.8273984336759,11.5583286893652
"kaOrProject_911","2024-Q3","Maher Pl  (EPRA), Ranui, Porirua","In procurement","Funding source confirmed","To be determined","Wellington","Porirua East","Social","5 - 25 million",2022-10-01,NA,NA,2025-07-01,2020-04-01,2025-07-01,1,1,0,1917,1917,0,5,25,1,0,1,18,64.568,2.534113,71.39126,2.23914,10.5675566844257,-11.6400886621867
"kaOrProject_913","2024-Q3","Hyde St , Wainuiomata, Lower Hutt","In procurement","Funding source confirmed","To be determined","Wellington","Wainuiomata","Social","1 - 5 million",2023-01-01,NA,NA,2025-04-01,2019-07-01,2025-04-01,1,1,0,2101,2101,0,1,5,1,0,1,18,64.324,1.674877,70.79394,2.389024,10.0583607984578,42.6387728770531
"kaOrProject_914","2024-Q3","Watchfield Cl , Mangere West. MWA (HLC)","Under construction","Fully funded","Direct","Auckland","Mangere","Social","5 - 25 million",2022-01-01,NA,2023-01-01,2024-07-01,2019-10-01,2024-07-01,1,1,0,1735,1735,0,5,25,0,0,1,1,64.868,1.464844,69.52124,3.42672,7.17339828574954,133.930712075825
"kaOrProject_918","2024-Q3","Waiwhetu Rd , Fairfield, Lower Hutt","In procurement","Funding source confirmed","Limited","Wellington","Fairfield","Social","5 - 25 million",2023-01-01,NA,NA,2025-04-01,2019-07-01,2025-04-01,1,1,0,2101,2101,0,5,25,1,0,1,18,64.324,1.674877,70.79394,2.389024,10.0583607984578,42.6387728770531
"kaOrProject_920","2024-Q3","Winthrop Way  & Mayflower Cres  (AO), Mangere, Auckland","In planning","Funding source confirmed","To be determined","Auckland","Mangere East","Social","5 - 25 million",NA,NA,NA,2026-07-01,2020-07-01,2026-07-01,1,1,0,2191,2191,0,5,25,1,1,1,1,58.01,1.453488,73.65541,2.048457,26.970194794001,40.9338776790727
"kaOrProject_921","2024-Q3","Rawlings St  & Pine Ave , Bader,Hamilton","Under construction","Fully funded","To be determined","Waikato","Bader","Social","5 - 25 million",2022-10-01,NA,2023-07-01,2024-10-01,2021-07-01,2024-10-01,1,1,0,1188,1188,0,5,25,0,0,1,16,68.294,3.342884,69.83852,2.715554,2.26157495534016,-18.7661312806547
"kaOrProject_923","2024-Q3","Godley St , Waiwhetu North, Lower Hutt","In procurement","Funding source confirmed","Direct","Wellington","Waiwhetu","Social","1 - 5 million",2023-01-01,NA,NA,2025-04-01,2021-01-01,2025-04-01,1,1,0,1551,1551,0,1,5,1,0,1,18,66.279,1.436782,70.79394,2.389024,6.8120219073915,66.2760251729212
"kaOrProject_924","2024-Q3","Crewe Cres  & Bolton Pl , Horowhitu, Palmerston North","In procurement","Funding source confirmed","To be determined","Manawatū - Whanganui","Hokowhitu","Social","25 - 50 million",2023-04-01,NA,NA,2026-04-01,2018-07-01,2026-04-01,1,1,0,2831,2831,0,25,50,1,0,1,6,62.626,1.5,73.10828,2.067911,16.7379043847603,37.8607333333333
"kaOrProject_929","2024-Q3","Felix St  (OR), Onehunga, Auckland HLC Stage","Under construction","Fully funded","Limited","Auckland","Onehunga","Social","5 - 25 million",2022-01-01,NA,2023-07-01,2025-01-01,2021-10-01,2025-01-01,1,1,0,1188,1188,0,5,25,0,0,1,1,65.62,4.933586,70.23492,2.514151,7.03279487960987,-49.0400897035138
"kaOrProject_938","2024-Q3","Marion Ave  &  (OL), Mt Roskill, Auckland","Under construction","Fully funded","To be determined","Auckland","Mount Roskill","Social","5 - 25 million",2023-01-01,NA,2024-04-01,2025-04-01,2020-07-01,2025-04-01,1,1,0,1735,1735,0,5,25,0,0,1,1,58.01,1.453488,70.79394,2.389024,22.0374762971902,64.3648932774127
"kaOrProject_942","2024-Q3","North Street , Palmerston No","Under construction","Fully funded","To be determined","Manawatū - Whanganui","0","Social","5 - 25 million",2021-07-01,NA,2022-07-01,2025-01-01,2021-07-01,2025-01-01,1,1,0,1280,1280,0,5,25,0,0,1,6,68.294,3.342884,70.23492,2.514151,2.8420066184438,-24.7909589444324
"kaOrProject_943","2024-Q3","Sandringham Rd  & Harwood St  (OL), Sandringham, Auckland","In planning","Funding source confirmed","To be determined","Auckland","Sandringham","Social","5 - 25 million",NA,NA,NA,2026-01-01,2020-10-01,2026-01-01,1,1,0,1918,1918,0,5,25,1,1,1,1,66.175,1.443696,72.54655,2.100296,9.62833396297695,45.4804889672064
"kaOrProject_944","2024-Q3","Marlowe Rd    &  & Bolton St D, Blockhouse Bay, Auckland","In procurement","Funding source confirmed","To be determined","Auckland","Blockhouse Bay","Social","25 - 50 million",2023-04-01,NA,NA,2027-07-01,2020-01-01,2027-07-01,1,1,0,2738,2738,0,25,50,1,0,1,1,65.376,1.853659,75.72233,2.008215,15.8258841164953,8.33788738921236
"kaOrProject_945","2024-Q3","Hargest Tce  & Alamein Tce , Owairaka (OW) – HLC","In procurement","Funding source confirmed","To be determined","Auckland","Mount Albert","Social","25 - 50 million",2024-04-01,NA,NA,2025-07-01,2020-07-01,2025-07-01,1,1,0,1826,1826,0,25,50,1,0,1,1,58.01,1.453488,71.39126,2.23914,23.0671608343389,54.0528714375351
"kaOrProject_946","2024-Q3","Vincent St , Auckland Central, Auckland","In planning","Funding source confirmed","To be determined","Auckland","Auckland Central","Social","25 - 50 million",NA,NA,NA,2028-01-01,2021-01-01,2028-01-01,1,1,0,2556,2556,0,25,50,1,1,1,1,66.279,1.436782,76.72869,1.997825,15.7662155433848,39.0485821787856
"kaOrProject_948","2024-Q3","Ulster St , New Windsor, Auckland","In planning","Funding source confirmed","To be determined","Auckland","Blockhouse Bay","Social","< 1 million",NA,NA,NA,2026-10-01,2020-01-01,2026-10-01,1,1,0,2465,2465,0,1,1,1,1,1,1,65.376,1.853659,74.1876,2.0319,13.4783406754772,9.61563049082921
"kaOrProject_959","2024-Q3","Stirling Cres , Mosgiel, Dunedin (RHP)","In procurement","Funding source confirmed","To be determined","Otago",NA,"Social","1 - 5 million",2023-07-01,NA,NA,2025-01-01,2018-04-01,2025-01-01,1,1,0,2467,2467,0,1,5,1,0,1,11,61.946,1.1,70.23492,2.514151,13.3808801213961,128.559181818182
"kaOrProject_960","2024-Q3","Oban St , Mosgiel","In procurement","Funding source confirmed","To be determined","Otago",NA,"Social","1 - 5 million",2023-07-01,NA,NA,2024-10-01,2021-01-01,2024-10-01,1,1,0,1369,1369,0,1,5,1,0,1,11,66.279,1.436782,69.83852,2.715554,5.37050951281704,89.0025069913181
"kaOrProject_969","2024-Q3","Waiwhetu Road , Waterloo, Hutt Valley (OSM)","In procurement","Funding source confirmed","To be determined","Wellington","Waterloo","Social","5 - 25 million",2023-07-01,NA,NA,2024-10-01,2021-07-01,2024-10-01,1,1,0,1188,1188,0,5,25,1,0,1,18,68.294,3.342884,69.83852,2.715554,2.26157495534016,-18.7661312806547
"kaOrProject_971","2024-Q3","Athlone Crescent , Avalon, Hutt Valley (OSM)","Under construction","Fully funded","To be determined","Wellington","Avalon","Social","1 - 5 million",2023-07-01,NA,2024-04-01,2024-10-01,2021-07-01,2024-10-01,1,1,0,1188,1188,0,1,5,0,0,1,18,68.294,3.342884,69.83852,2.715554,2.26157495534016,-18.7661312806547
"kaOrProject_979","2024-Q3","King St  & , Whakatane","In procurement","Funding source confirmed","Direct","Bay of Plenty",NA,"Social","1 - 5 million",2023-01-01,NA,NA,2025-01-01,2021-04-01,2025-01-01,1,1,0,1371,1371,0,1,5,1,0,1,2,67.481,1.520913,70.23492,2.514151,4.08103021591264,65.3053790716497
"kaOrProject_980","2024-Q3","Lyall Pl , Bryndwr, Christchurch","In procurement","Funding source confirmed","To be determined","Canterbury","Bryndwr","Social","1 - 5 million",2024-01-01,NA,NA,2025-04-01,2021-07-01,2025-04-01,1,1,0,1370,1370,0,1,5,1,0,1,3,68.294,3.342884,70.79394,2.389024,3.66055583213754,-28.5340442563966
"kaOrProject_994","2024-Q3","Castor Cres  & Miranda St  (EPCCNE), Cannons Creek, Porirua","In planning","Funding source confirmed","To be determined","Wellington","Cannons Creek","Social","5 - 25 million",NA,NA,NA,2025-07-01,2021-01-01,2025-07-01,1,1,0,1642,1642,0,5,25,1,1,1,18,66.279,1.436782,71.39126,2.23914,7.71324250516756,55.8441016104044
"kaOrProject_995","2024-Q3","Castor Cres  (EPCCNEC), Cannons Creek, Porirua","In planning","Funding source confirmed","To be determined","Wellington","Cannons Creek","Social","1 - 5 million",NA,NA,NA,2025-07-01,2021-01-01,2025-07-01,1,1,0,1642,1642,0,1,5,1,1,1,18,66.279,1.436782,71.39126,2.23914,7.71324250516756,55.8441016104044
"kaOrProject_996","2024-Q3","Cornwall Cres  (EPCCNW ), Cannons Creek, Porirua","In planning","Funding source confirmed","To be determined","Wellington","Cannons Creek","Social","1 - 5 million",NA,NA,NA,2025-07-01,2021-01-01,2025-07-01,1,1,0,1642,1642,0,1,5,1,1,1,18,66.279,1.436782,71.39126,2.23914,7.71324250516756,55.8441016104044
"kaOrProject_997","2024-Q3","Westmeath St  & Warspite Ave  (EPWN), Waitangirua, Porirua","In planning","Funding source confirmed","To be determined","Wellington","Waitangirua","Social","1 - 5 million",NA,NA,NA,2025-07-01,2021-01-01,2025-07-01,1,1,0,1642,1642,0,1,5,1,1,1,18,66.279,1.436782,71.39126,2.23914,7.71324250516756,55.8441016104044
"kaOrProject_998","2024-Q3","Corinna St  (EPWS), Waitangirua, Porirua","In planning","Funding source confirmed","To be determined","Wellington","Waitangirua","Social","1 - 5 million",NA,NA,NA,2025-07-01,2021-01-01,2025-07-01,1,1,0,1642,1642,0,1,5,1,1,1,18,66.279,1.436782,71.39126,2.23914,7.71324250516756,55.8441016104044
"MBIE_R01.11645","2024-Q3","Kaikohe BerryFruit","Under construction","Fully funded","To be determined","Northland","Kaikohe","Industrial and Commercial","1 - 5 million",NA,NA,NA,NA,2023-10-01,2036-10-01,0,NA,NA,4749,4749,NA,1,5,0,0,NA,10,69.371,5.649241,77.72758,1.99759,12.0462152772773,-64.6396746040751
"MBIE_R02.01210","2024-Q3","Redevelopment of Taupō Airport","Under construction","Fully funded","To be determined","Waikato","Taupo","Transport","5 - 25 million",NA,NA,NA,NA,2020-01-01,2025-01-01,0,NA,NA,1827,1827,NA,5,25,0,0,NA,16,65.376,1.853659,70.23492,2.514151,7.43226872246696,35.6317963552088
"MBIE_R02.04054","2024-Q3","TNUE Fertiliser Coating Manufacturing Plant","Under construction","Fully funded","To be determined","Waikato","Rotorua","Industrial and Commercial","1 - 5 million",NA,NA,NA,NA,2023-04-01,2033-07-01,0,NA,NA,3744,3744,NA,1,5,0,0,NA,16,69.266,6.654991,77.72758,1.99759,12.2160656021713,-69.9835807441362
"MBIE_R02.06181","2024-Q3","Maraetai Road lntermodal Business Park","Under construction","Fully funded","To be determined","Waikato","Tokoroa","Industrial and Commercial","1 - 5 million",NA,NA,NA,NA,2023-07-01,2026-07-01,0,NA,NA,1096,1096,NA,1,5,0,0,NA,16,69.609,6.029285,73.65541,2.048457,5.81305578301658,-66.0248769132658
"MBIE_R03.01294.G","2024-Q3","Pūtauaki Industrial Development Off-Highway Road Construction - Grant","Under construction","Fully funded","To be determined","Bay of Plenty","Kawerau","Transport","1 - 5 million",NA,NA,NA,NA,2020-04-01,2024-01-01,0,NA,NA,1370,1370,NA,1,5,0,0,NA,2,64.568,2.534113,69.307,4.655029,7.33954900260192,83.6946103034869
"MBIE_R03.01371","2024-Q3","Kawerau Container Terminal Rail Siding","In planning","Fully funded","To be determined","Bay of Plenty","Kawerau","Transport","5 - 25 million",NA,NA,NA,NA,2020-07-01,2026-04-01,0,NA,NA,2100,2100,NA,5,25,0,1,NA,2,58.01,1.453488,73.10828,2.067911,26.0270298224444,42.2723132217122
"MBIE_R03.02753","2024-Q3","Renovations – Marae: Ngati Porou Marae Renovation - Cluster","Under construction","Fully funded","To be determined","Bay of Plenty",NA,"Community","1 - 5 million",NA,NA,NA,NA,2020-10-01,2023-01-01,0,NA,NA,822,822,NA,1,5,0,0,NA,2,66.175,1.443696,69.505,7.219251,5.03211182470721,400.053404594873
"MBIE_R03.06205","2024-Q3","Peka Industrial Park Enabling Infrastructure","In planning","Fully funded","To be determined","Bay of Plenty","Rotorua","Industrial and Commercial","5 - 25 million",NA,NA,NA,NA,2023-10-01,2027-04-01,0,NA,NA,1278,1278,NA,5,25,0,1,NA,2,69.371,5.649241,75.21558,2.014421,8.42510559167377,-64.3417407754422
"MBIE_R04.00035","2024-Q3","Tairawhiti Roading Package - Cluster","Under construction","Fully funded","To be determined","Gisborne",NA,"Transport","50 - 100 million",NA,NA,NA,NA,2019-04-01,2024-04-01,0,NA,NA,1827,1827,NA,50,100,0,0,NA,4,64.14,1.48368,69.40367,4.013946,8.20653258497038,170.53987382724
"MBIE_R04.02266","2024-Q3","Renovations – Marae: Rongowhakaata Marae Renovation - Cluster","Under construction","Fully funded","To be determined","Gisborne",NA,"Community","1 - 5 million",NA,NA,NA,NA,2020-10-01,2023-04-01,0,NA,NA,912,912,NA,1,5,0,0,NA,4,66.175,1.443696,69.266,6.654991,4.67094824329431,360.968999013643
"MBIE_R04.03425","2024-Q3","Renovations – Marae: Ngati Porou Marae Renovation - Cluster","Under construction","Fully funded","To be determined","Gisborne",NA,"Community","5 - 25 million",NA,NA,NA,NA,2020-10-01,2024-04-01,0,NA,NA,1278,1278,NA,5,25,0,0,NA,4,66.175,1.443696,69.40367,4.013946,4.8789875330563,178.032632908867
"MBIE_R04.04063","2024-Q3","Toitū Tairāwhiti Housing Construction Facility","Under construction","Fully funded","To be determined","Gisborne","Gisborne","Industrial and Commercial","1 - 5 million",NA,NA,NA,NA,2022-10-01,2028-07-01,0,NA,NA,2100,2100,NA,1,5,0,0,NA,4,69.816,7.233273,77.72758,1.99759,11.3320442305489,-72.3833180359707
"MBIE_R05.04069","2024-Q3","Construct a facility to support employment initiatives for priority sectors","Under construction","Fully funded","To be determined","Hawke's Bay","Hawke's Bay","Education and Research","1 - 5 million",NA,NA,NA,NA,2023-04-01,2031-04-01,0,NA,NA,2922,2922,NA,1,5,0,0,NA,5,69.266,6.654991,77.72758,1.99759,12.2160656021713,-69.9835807441362
"MBIE_R05.05992","2024-Q3","Development of Seed Drying Facility in Central Hawke's Bay","Under construction","Fully funded","To be determined","Hawke's Bay","Hawke's Bay","Industrial and Commercial","< 1 million",NA,NA,NA,NA,2023-07-01,2024-10-01,0,NA,NA,458,458,NA,1,1,0,0,NA,5,69.609,6.029285,69.83852,2.715554,0.329727477768691,-54.9605964886384
"MBIE_R05.06214","2024-Q3","Facility Expansion of The Limery in Wairoa - Grant","In planning","Fully funded","To be determined","Hawke's Bay","Hawke's Bay","Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2024-07-01,0,NA,NA,366,366,NA,1,1,0,1,NA,5,69.609,6.029285,69.52124,3.42672,-0.126075651137049,-43.1654002091459
"MBIE_R06.01262","2024-Q3","Strengthening of the Lower Whanganui River Structures","Under construction","Fully funded","To be determined","Manawatū - Whanganui",NA,"Water","5 - 25 million",NA,NA,NA,NA,2020-07-01,2029-01-01,0,NA,NA,3106,3106,NA,5,25,0,0,NA,6,58.01,1.453488,77.72758,1.99759,33.9899672470264,37.4342271831622
"MBIE_R06.04050","2024-Q3","Development of Biopolymer manufacturing facility in Marton","In planning","Fully funded","To be determined","Manawatū - Whanganui","Marton","Industrial and Commercial","1 - 5 million",NA,NA,NA,NA,2023-04-01,2030-04-01,0,NA,NA,2557,2557,NA,1,5,0,1,NA,6,69.266,6.654991,77.72758,1.99759,12.2160656021713,-69.9835807441362
"MBIE_R07.06176","2024-Q3","Construction of a multi-purpose facility in Māwhera","In planning","Fully funded","To be determined","West Coast","Greymouth","Community","1 - 5 million",NA,NA,NA,NA,2023-10-01,2025-07-01,0,NA,NA,639,639,NA,1,5,0,1,NA,17,69.371,5.649241,71.39126,2.23914,2.91225440025372,-60.363878970644
"MBIE_R08.04044.E","2024-Q3","Construction of a Plant-based beverages facility in Mid-Canterbury","In planning","Fully funded","To be determined","Canterbury","To be determined","Industrial and Commercial","5 - 25 million",NA,NA,NA,NA,2023-10-01,2025-07-01,0,NA,NA,639,639,NA,5,25,0,1,NA,3,69.371,5.649241,71.39126,2.23914,2.91225440025372,-60.363878970644
"MBIE_R08.06724","2024-Q3","Redevelopment of Fraser Park, Timaru","Under construction","Fully funded","To be determined","Canterbury","Timaru","Community","< 1 million",NA,NA,NA,NA,2023-04-01,2024-01-01,0,NA,NA,275,275,NA,1,1,0,0,NA,3,69.266,6.654991,69.307,4.655029,0.0591921000202073,-30.0520616782202
"MBIE_R08.11924","2024-Q3","Construction of Tāwhaki Aerospace at Kaitōrete Spit, Banks Peninsula","Under construction","Fully funded","To be determined","Canterbury","Birdlings Flat","Transport","5 - 25 million",NA,NA,NA,NA,2023-10-01,2024-07-01,0,NA,NA,274,274,NA,5,25,0,0,NA,3,69.371,5.649241,69.52124,3.42672,0.216574649349167,-39.3419399172384
"MBIE_R09.06075","2024-Q3","Southland Hop Processing Facility Expansion Project","Under construction","Fully funded","To be determined","Southland","Garston","Industrial and Commercial","1 - 5 million",NA,NA,NA,NA,2023-10-01,2026-01-01,0,NA,NA,823,823,NA,1,5,0,0,NA,13,69.371,5.649241,72.54655,2.100296,4.57763330498335,-62.8216250643228
"MBIE_R10.02388","2024-Q3","Renovations – Marae: Takitūtū Marae Renovations","Under construction","Fully funded","To be determined","Taranaki",NA,"Community","< 1 million",NA,NA,NA,NA,2020-10-01,2024-01-01,0,NA,NA,1187,1187,NA,1,1,0,0,NA,14,66.175,1.443696,69.307,4.655029,4.73290517567058,222.438311112589
"MBIE_R10.02392","2024-Q3","Renovations – Marae: Renovations at Te Niho o Te Atiawa Marae","Under construction","Fully funded","To be determined","Taranaki",NA,"Community","< 1 million",NA,NA,NA,NA,2020-10-01,2024-07-01,0,NA,NA,1369,1369,NA,1,1,0,0,NA,14,66.175,1.443696,69.52124,3.42672,5.056652814507,137.357449213685
"MBIE_R11.11662","2024-Q3","Waingawa Water Resilience - Water Storage and Reticulation","In planning","Fully funded","To be determined","Wellington","Waingawa","Water","1 - 5 million",NA,NA,NA,NA,2023-10-01,2024-07-01,0,NA,NA,274,274,NA,1,5,0,1,NA,18,69.371,5.649241,69.52124,3.42672,0.216574649349167,-39.3419399172384
